Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_4696.cpp,xcu200-fsgd2104-2-e,5.0,2.93319,251,1,1,1,2,cyclic_8_1,cyclic_2_1,block_4_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,pipeline_1,unroll_64,unroll,pipeline_1,1.25,0.9909570810140914,False
workload_4703.cpp,xcu200-fsgd2104-2-e,5.0,3.48824,285,1,1,1,2,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_4,unroll_8,pipeline,unroll,pipeline,unroll_16,unroll_32,pipeline_1,pipeline_1,1.25,0.9893384770612064,False
workload_4706.cpp,xcu200-fsgd2104-2-e,5.0,4.32651,154,1,1,1,1,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_8,unroll_2,unroll,pipeline,pipeline_1,unroll_2,unroll,pipeline_1,1.0,0.9924529892288199,False
workload_4708.cpp,xcu200-fsgd2104-2-e,5.0,2.92911,226,1,1,1,1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,pipeline_1,unroll_32,pipeline_1,pipeline_1,1.0,1.0,True
workload_4709.cpp,xcu200-fsgd2104-2-e,5.0,2.92911,227,1,1,1,1,cyclic_2_1,cyclic_8_1,block_4_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,pipeline,unroll_32,pipeline_1,pipeline_1,1.0,1.0,True
workload_4713.cpp,xcu200-fsgd2104-2-e,5.0,3.13005,277,1,1,1,2,cyclic_8_1,cyclic_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline,unroll,pipeline,pipeline_1,unroll_32,unroll,pipeline_1,1.25,0.9904109093700585,False
workload_4714.cpp,xcu200-fsgd2104-2-e,5.0,2.92911,235,2,1,1,2,cyclic_4_1,cyclic_2_1,block_4_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,pipeline_1,unroll_32,pipeline_1,unroll,1.5,0.9819816791726733,False
workload_4715.cpp,xcu200-fsgd2104-2-e,5.0,2.92911,232,2,1,1,1,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,pipeline,unroll,pipeline,pipeline,unroll_32,pipeline_1,pipeline_1,1.25,0.9909680411150786,False
workload_4717.cpp,xcu200-fsgd2104-2-e,5.0,4.495555,236,1,1,1,1,cyclic_2_1,cyclic_8_1,complete_1,unroll_2,unroll_8,pipeline,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.0,0.9915421736337396,False
workload_4718.cpp,xcu200-fsgd2104-2-e,5.0,3.128435,914,1,1,2,12,cyclic_8_1,cyclic_2_1,block_4_1,unroll,unroll_4,pipeline,unroll,pipeline,pipeline_1,unroll_32,pipeline_1,pipeline_1,4.0,0.8776898281224389,False
workload_4719.cpp,xcu200-fsgd2104-2-e,5.0,3.13073,277,1,1,1,2,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline,pipeline_1,unroll_2,pipeline_1,unroll,1.25,0.9904089691776211,False
workload_4721.cpp,xcu200-fsgd2104-2-e,5.0,3.02363,194,1,1,1,1,cyclic_8_1,cyclic_2_1,block_4_1,unroll_2,unroll_8,unroll_4,unroll,pipeline,pipeline,unroll_32,unroll,pipeline_1,1.0,0.9994885189420307,False
workload_4723.cpp,xcu200-fsgd2104-2-e,5.0,3.48484,247,1,1,1,2,cyclic_2_1,cyclic_32_1,complete_1,unroll_2,unroll_8,pipeline,unroll,pipeline,unroll_16,unroll_2,pipeline_1,pipeline_1,1.25,0.9893491259772067,False
workload_4725.cpp,xcu200-fsgd2104-2-e,5.0,4.32651,154,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,unroll_2,unroll_8,unroll_2,unroll,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.0,0.9924529892288199,False
workload_4726.cpp,xcu200-fsgd2104-2-e,5.0,2.98011,233,1,1,1,1,cyclic_8_1,cyclic_8_1,complete_1,unroll_2,unroll_8,unroll_4,unroll,pipeline,pipeline,unroll_64,unroll,pipeline_1,1.0,0.9997240029529709,False
workload_4727.cpp,xcu200-fsgd2104-2-e,5.0,4.34221,165,1,1,1,1,cyclic_8_1,block_4_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll,pipeline,pipeline_1,unroll_2,unroll,pipeline_1,1.0,0.9923683779348678,False
workload_4731.cpp,xcu200-fsgd2104-2-e,5.0,6.194495,1133,1,1,2,12,cyclic_8_1,cyclic_8_1,complete_1,unroll,unroll_4,unroll_2,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline_1,4.0,0.8754694168253362,False
workload_4732.cpp,xcu200-fsgd2104-2-e,5.0,2.93251,293,1,1,1,3,cyclic_8_1,cyclic_2_1,block_2_1,unroll_4,unroll_8,pipeline,unroll,pipeline,pipeline_1,unroll_32,unroll,pipeline_1,1.5,0.9819725842667048,False
workload_4734.cpp,xcu200-fsgd2104-2-e,5.0,6.38719,229,1,1,1,1,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline,unroll_16,unroll_2,pipeline_1,unroll,1.0,0.981381747705738,False
workload_4736.cpp,xcu200-fsgd2104-2-e,5.0,2.93319,246,1,1,1,2,cyclic_8_1,cyclic_8_1,block_4_1,unroll_2,unroll_8,pipeline,unroll,pipeline,pipeline_1,unroll_32,unroll,pipeline_1,1.25,0.9909570810140914,False
workload_4737.cpp,xcu200-fsgd2104-2-e,5.0,4.499155,300,1,1,1,3,cyclic_8_1,cyclic_8_1,cyclic_4_1,unroll_4,unroll_8,pipeline,unroll_2,pipeline,pipeline_1,unroll_2,unroll,pipeline_1,1.5,0.9772952787255199,False
workload_4738.cpp,xcu200-fsgd2104-2-e,5.0,2.98011,192,1,1,1,1,cyclic_8_1,cyclic_2_1,complete_1,unroll_2,unroll_8,unroll_2,unroll,pipeline,pipeline,unroll_64,pipeline_1,unroll,1.0,0.9997240029529709,False
workload_4739.cpp,xcu200-fsgd2104-2-e,5.0,2.92911,230,1,1,1,1,cyclic_2_1,cyclic_8_1,cyclic_8_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,pipeline_1,unroll_32,unroll,pipeline_1,1.0,1.0,True
workload_4746.cpp,xcu200-fsgd2104-2-e,3.33,23.7984444,1313,2,1,23,26,block_64_1,block_16_1,block_8_1,unroll,unroll_4,unroll_2,unroll_2,pipeline,unroll_2,unroll_64,pipeline,pipeline,13.0,0.39808272031109815,False
workload_4771.cpp,xcu200-fsgd2104-2-e,3.33,20.04906087,2881,1,1,17,23,block_4_1,cyclic_128_1,cyclic_4_1,unroll,unroll_4,pipeline,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll,10.5,0.49572898305402724,False
workload_4777.cpp,xcu200-fsgd2104-2-e,3.33,25.33716414,375,1,1,7,8,block_8_1,block_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_16,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,4.25,0.701722452384788,False
workload_4779.cpp,xcu200-fsgd2104-2-e,3.33,7.57879362,324,2,1,1,2,cyclic_4_1,cyclic_8_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_4,pipeline,unroll_32,pipeline,pipeline,unroll,1.5,0.9333349628720733,False
workload_4780.cpp,xcu200-fsgd2104-2-e,3.33,19.931441940000003,2658,3,1,3,11,block_16_1,block_64_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,pipeline,unroll_16,unroll_64,pipeline,pipeline,4.5,0.7329936381179268,False
workload_4796.cpp,xcu200-fsgd2104-2-e,3.33,40.0106493,285,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.25,0.6171617568971103,False
workload_4797.cpp,xcu200-fsgd2104-2-e,3.33,2.11145976,1250,2,1,3,15,cyclic_16_1,cyclic_2_1,block_4_1,unroll,unroll_2,unroll_4,unroll,pipeline,pipeline,unroll_32,pipeline_1,unroll,5.25,0.7666436795356514,False
workload_4802.cpp,xcu200-fsgd2104-2-e,3.33,29.84590422,408,1,1,1,3,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,unroll,1.5,0.7084596282660716,False
workload_4808.cpp,xcu200-fsgd2104-2-e,3.33,23.7984444,1346,2,1,23,26,block_64_1,block_16_1,block_8_1,unroll,unroll_4,unroll_2,unroll_2,pipeline,unroll_2,unroll_64,unroll,pipeline,13.0,0.39808272031109815,False
workload_4810.cpp,xcu200-fsgd2104-2-e,3.33,113.17399938,3184,3,3,30,52,block_16_1,block_64_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,unroll_16,unroll_16,unroll_64,pipeline,pipeline,22.0,0.10000000000000002,False
workload_4837.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,350,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.5,0.9773049092019563,False
workload_4838.cpp,xcu200-fsgd2104-2-e,3.33,112.85858178,923,3,2,29,44,block_16_1,cyclic_64_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,unroll_16,unroll_8,unroll_64,pipeline,pipeline,19.5,0.10315050581367546,False
workload_4843.cpp,xcu200-fsgd2104-2-e,3.33,25.85000745,1010,1,1,20,18,block_8_1,block_16_1,block_8_1,unroll,unroll_4,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,pipeline,pipeline,10.0,0.49668539703950754,False
workload_4845.cpp,xcu200-fsgd2104-2-e,3.33,86.42327354999999,1330,2,2,33,50,block_32_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_16,unroll,unroll_16,pipeline,unroll_2,pipeline_1,pipeline,21.75,0.11285235054851153,False
workload_4846.cpp,xcu200-fsgd2104-2-e,3.33,3.93989616,3529,1,1,3,19,cyclic_8_1,cyclic_128_1,cyclic_4_1,unroll,pipeline_1,pipeline,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,6.0,0.7273028942511774,False
workload_4856.cpp,xcu200-fsgd2104-2-e,3.33,23.79700584,1613,1,1,23,27,block_64_1,block_4_1,block_4_1,unroll,unroll_4,unroll_8,unroll_2,pipeline,unroll_2,unroll_64,unroll,pipeline,13.0,0.3980858292115623,False
workload_4862.cpp,xcu200-fsgd2104-2-e,3.33,7.57879362,339,2,1,1,3,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline,pipeline,unroll,1.75,0.9271453104451507,False
workload_4866.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,348,1,1,1,3,cyclic_8_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_2,unroll,pipeline_1,1.5,0.9773049092019563,False
workload_4867.cpp,xcu200-fsgd2104-2-e,3.33,2.17233882,1356,2,1,23,26,block_64_1,cyclic_2_1,block_4_1,unroll,unroll_2,unroll_8,unroll,pipeline,pipeline,unroll_64,unroll,pipeline,13.0,0.42274663876099716,False
workload_4868.cpp,xcu200-fsgd2104-2-e,3.33,23.75354601,919,1,1,9,8,block_2_1,block_16_1,block_8_1,unroll,unroll_4,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,pipeline,pipeline,4.75,0.6979254554172695,False
workload_4869.cpp,xcu200-fsgd2104-2-e,3.33,20.31808158,316,1,1,7,7,block_4_1,block_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_16,unroll,pipeline,unroll_4,unroll_2,pipeline,pipeline,4.0,0.7475169701611157,False
workload_4874.cpp,xcu200-fsgd2104-2-e,3.33,61.89272865,1077,2,1,3,10,cyclic_4_1,block_16_1,block_2_1,unroll_2,unroll_4,unroll_16,unroll,unroll_32,pipeline,pipeline,pipeline,pipeline,4.0,0.4304946378230241,False
workload_4880.cpp,xcu200-fsgd2104-2-e,3.33,4.8090328200000005,1120,1,1,3,15,cyclic_16_1,block_4_1,block_4_1,unroll,unroll_4,unroll_4,unroll_2,pipeline,unroll_2,unroll_32,pipeline_1,unroll,5.0,0.7779361228190199,False
workload_4881.cpp,xcu200-fsgd2104-2-e,3.33,7.57879362,430,1,1,1,5,cyclic_4_1,cyclic_128_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_4,pipeline,unroll_32,pipeline,pipeline,unroll,2.0,0.9187766874709086,False
workload_4887.cpp,xcu200-fsgd2104-2-e,3.33,40.0106493,280,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline,1.25,0.6171617568971103,False
workload_4891.cpp,xcu200-fsgd2104-2-e,3.33,20.04906087,789,2,1,16,16,block_4_1,cyclic_8_1,cyclic_4_1,unroll,unroll_4,pipeline,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll,8.75,0.5639056668365681,False
workload_4895.cpp,xcu200-fsgd2104-2-e,3.33,51.62132034,545,2,1,1,5,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_4,unroll_8,unroll_32,pipeline,pipeline,pipeline_1,2.25,0.5178648384915608,False
workload_4897.cpp,xcu200-fsgd2104-2-e,3.33,23.8014414,1119,2,1,2,7,block_64_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll_2,unroll_2,pipeline,unroll_2,unroll_64,pipeline,unroll,3.0,0.7462179908624096,False
workload_4906.cpp,xcu200-fsgd2104-2-e,3.33,3.20091588,308,1,1,1,3,cyclic_8_1,block_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_16,unroll,pipeline_1,unroll_4,unroll_2,unroll,pipeline,1.5,0.9734018770149824,False
workload_4909.cpp,xcu200-fsgd2104-2-e,3.33,58.63882914,2087,1,1,7,19,cyclic_2_1,block_16_1,block_2_1,unroll_4,pipeline,unroll_16,unroll_4,unroll_32,unroll_32,pipeline,pipeline,pipeline,7.0,0.4111220050978819,False
workload_4910.cpp,xcu200-fsgd2104-2-e,3.33,20.04957036,2867,1,1,17,23,block_4_1,cyclic_128_1,cyclic_4_1,unroll,unroll_2,pipeline,unroll,pipeline_1,unroll_8,unroll_64,pipeline_1,unroll,10.5,0.49572765989465095,False
workload_4913.cpp,xcu200-fsgd2104-2-e,3.33,30.75154434,235,1,1,1,1,cyclic_8_1,block_16_1,cyclic_8_1,unroll_2,unroll_4,unroll,unroll_4,unroll_2,unroll_8,unroll_2,pipeline_1,unroll,1.0,0.7011209151682339,False
workload_4915.cpp,xcu200-fsgd2104-2-e,3.33,23.79700584,1476,2,1,24,26,block_64_1,cyclic_8_1,block_4_1,unroll,unroll_4,unroll_8,unroll_2,pipeline,unroll_2,unroll_64,unroll,pipeline,13.25,0.3898664053296035,False
workload_4916.cpp,xcu200-fsgd2104-2-e,3.33,96.98380911,3062,1,31,25,31,block_16_1,cyclic_128_1,cyclic_4_1,unroll_16,unroll_16,pipeline,unroll,pipeline_1,unroll_8,unroll_64,pipeline_1,pipeline,22.0,0.10445753854690978,False
workload_4917.cpp,xcu200-fsgd2104-2-e,3.33,51.366215700000005,567,2,1,1,5,cyclic_2_1,cyclic_64_1,complete_1,unroll_2,pipeline,unroll_4,unroll_4,unroll_16,unroll_8,unroll_64,pipeline,pipeline,2.25,0.5198488595030702,False
workload_4920.cpp,xcu200-fsgd2104-2-e,3.33,45.7393149,279,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline,1.25,0.5685202625195873,False
workload_4922.cpp,xcu200-fsgd2104-2-e,3.33,2.17303812,341,3,1,3,5,block_4_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline,pipeline_1,unroll_2,pipeline,pipeline_1,3.0,0.8895846201686616,False
workload_4923.cpp,xcu200-fsgd2104-2-e,3.33,3.2650983000000005,1049,2,1,23,25,block_64_1,cyclic_2_1,block_8_1,unroll,unroll_2,unroll_4,unroll_2,pipeline,pipeline,unroll_64,pipeline_1,pipeline,12.75,0.4318304807096893,False
workload_4924.cpp,xcu200-fsgd2104-2-e,3.33,20.08439217,276,2,1,2,3,block_4_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_16,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,2.0,0.7986827915017682,False
workload_4926.cpp,xcu200-fsgd2104-2-e,3.33,19.931441940000003,1208,2,1,3,8,block_16_1,block_32_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_4,pipeline,unroll_16,unroll_64,pipeline,pipeline,3.5,0.7663260348991225,False
workload_4927.cpp,xcu200-fsgd2104-2-e,3.33,2.10810645,246,2,1,1,2,cyclic_4_1,cyclic_32_1,complete_1,unroll_2,unroll_4,pipeline_1,unroll,pipeline_1,pipeline,pipeline,pipeline,unroll,1.5,0.9773049408278327,False
workload_4929.cpp,xcu200-fsgd2104-2-e,3.33,18.58678128,1294,1,1,2,14,cyclic_8_1,block_16_1,block_4_1,unroll,unroll_2,unroll_2,unroll_2,unroll_2,unroll_8,unroll_2,unroll,unroll,4.5,0.7420100318577092,False
workload_4932.cpp,xcu200-fsgd2104-2-e,3.33,69.4723581,354,1,1,1,3,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,pipeline_1,1.5,0.39230104027356627,False
workload_4933.cpp,xcu200-fsgd2104-2-e,3.33,3.53808504,1243,2,1,3,15,cyclic_16_1,block_16_1,block_4_1,unroll,unroll_4,unroll_2,unroll,pipeline,unroll_2,unroll_32,pipeline,unroll,5.25,0.7661377063132921,False
workload_4934.cpp,xcu200-fsgd2104-2-e,3.33,20.94404166,588,1,1,5,7,block_32_1,block_4_1,cyclic_4_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,unroll_4,unroll_8,pipeline_1,pipeline,3.5,0.7580931541834389,False
workload_4937.cpp,xcu200-fsgd2104-2-e,3.33,2.27344428,3186,3,1,2,12,block_64_1,block_64_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,pipeline,unroll_64,pipeline,pipeline,4.5,0.8064572508080319,False
workload_4938.cpp,xcu200-fsgd2104-2-e,3.33,19.9163637,2814,1,2,5,8,block_16_1,cyclic_4_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline,unroll_32,pipeline,pipeline,unroll,4.0,0.7505133851874163,False
workload_4940.cpp,xcu200-fsgd2104-2-e,3.33,2.16522594,452,1,1,1,4,cyclic_4_1,cyclic_128_1,complete_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_32,pipeline,pipeline_1,unroll,1.75,0.9623566800142594,False
workload_4943.cpp,xcu200-fsgd2104-2-e,3.33,28.59952518,536,2,1,1,5,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,pipeline_1,unroll,2.25,0.7145083188867626,False
workload_4947.cpp,xcu200-fsgd2104-2-e,3.33,7.57879362,434,1,1,1,5,cyclic_4_1,cyclic_128_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_32,pipeline,pipeline,unroll,2.0,0.9187766874709086,False
workload_4948.cpp,xcu200-fsgd2104-2-e,3.33,2.3608701,289,1,1,1,2,cyclic_8_1,cyclic_16_1,cyclic_4_1,unroll_4,unroll_4,pipeline,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll,1.25,0.9900960584406445,False
workload_4949.cpp,xcu200-fsgd2104-2-e,3.33,8.84022426,270,2,1,1,2,cyclic_4_1,cyclic_8_1,complete_1,unroll_2,pipeline,unroll,unroll_4,pipeline,unroll_8,unroll_2,pipeline_1,unroll,1.5,0.9201822550996857,False
workload_4950.cpp,xcu200-fsgd2104-2-e,3.33,63.78867081,801,2,1,4,10,block_64_1,block_2_1,block_8_1,unroll_4,unroll_2,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline,4.25,0.4155741651430893,False
workload_4951.cpp,xcu200-fsgd2104-2-e,3.33,21.74309514,353,2,1,1,3,cyclic_4_1,block_16_1,complete_1,unroll_4,pipeline_1,unroll,unroll,unroll_2,pipeline,pipeline,unroll,unroll,1.75,0.7851025619814334,False
workload_4952.cpp,xcu200-fsgd2104-2-e,3.33,2.6093147400000003,928,1,1,3,12,cyclic_8_1,block_2_1,cyclic_4_1,unroll,unroll_2,pipeline,unroll_4,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline,4.25,0.8199047592492673,False
workload_4953.cpp,xcu200-fsgd2104-2-e,3.33,2.48613138,267,1,1,1,2,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline,unroll_16,pipeline,pipeline,unroll,1.25,0.9892188790292966,False
workload_4954.cpp,xcu200-fsgd2104-2-e,3.33,23.65944354,1296,2,1,23,26,block_64_1,cyclic_2_1,block_4_1,unroll,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,unroll_64,pipeline,pipeline,13.0,0.3983823435929075,False
workload_4955.cpp,xcu200-fsgd2104-2-e,3.33,2.8632072600000003,659,2,1,1,4,cyclic_4_1,block_8_1,block_4_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline_1,unroll_32,unroll_32,pipeline_1,unroll,2.0,0.9467373196380625,False
workload_4956.cpp,xcu200-fsgd2104-2-e,3.33,39.1922685,292,1,1,1,2,cyclic_8_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline,1.25,0.624305939451742,False
workload_4957.cpp,xcu200-fsgd2104-2-e,3.33,94.5693693,301,1,1,1,2,cyclic_8_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_8,unroll_4,unroll_2,pipeline,unroll_2,unroll,pipeline_1,1.25,0.2513267147904031,False
workload_4958.cpp,xcu200-fsgd2104-2-e,3.33,2.11145976,1222,2,1,3,15,cyclic_16_1,cyclic_2_1,block_4_1,unroll,unroll_2,unroll_4,unroll,pipeline,pipeline,unroll_32,pipeline,unroll,5.25,0.7666436795356514,False
workload_4959.cpp,xcu200-fsgd2104-2-e,3.33,20.69105823,1212,3,1,16,18,block_4_1,cyclic_64_1,cyclic_4_1,unroll,unroll_4,unroll_2,unroll,pipeline,unroll_2,unroll_2,pipeline,pipeline_1,9.5,0.5323136816118935,False
workload_4960.cpp,xcu200-fsgd2104-2-e,3.33,20.3176287,185,1,1,2,2,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,unroll_16,unroll,pipeline,unroll_4,unroll_2,pipeline,pipeline,1.5,0.8011887452285255,False
workload_4961.cpp,xcu200-fsgd2104-2-e,3.33,20.94404166,1269,3,1,5,11,block_32_1,block_64_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_2,pipeline,unroll_4,unroll_8,pipeline_1,pipeline,5.0,0.7080998545426358,False
workload_4962.cpp,xcu200-fsgd2104-2-e,3.33,20.30189112,679,1,1,16,14,block_4_1,block_4_1,cyclic_4_1,unroll,unroll_2,unroll_16,unroll,pipeline_1,unroll_4,unroll_2,unroll,pipeline,8.0,0.5930554114533254,False
workload_4963.cpp,xcu200-fsgd2104-2-e,3.33,28.85702742,472,2,1,1,4,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,pipeline_1,unroll,2.0,0.7145556425866033,False
workload_4964.cpp,xcu200-fsgd2104-2-e,3.33,7.57879362,336,2,1,1,3,cyclic_4_1,cyclic_32_1,complete_1,unroll_4,pipeline,pipeline_1,unroll_4,pipeline,unroll_32,pipeline,pipeline,unroll,1.75,0.9271453104451507,False
workload_4965.cpp,xcu200-fsgd2104-2-e,3.33,52.2402741,1315,1,1,1,6,cyclic_8_1,block_16_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_32,pipeline,pipeline,unroll,2.25,0.513069988519731,False
workload_4966.cpp,xcu200-fsgd2104-2-e,3.33,32.53457286,524,1,1,1,6,cyclic_8_1,cyclic_128_1,cyclic_8_1,unroll_4,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,2.25,0.6785123859137402,False
workload_4967.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,1291,2,1,1,7,cyclic_16_1,block_16_1,block_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline,pipeline_1,unroll_32,pipeline,unroll,2.75,0.9038941274488175,False
workload_4969.cpp,xcu200-fsgd2104-2-e,3.33,25.30671462,355,1,1,7,8,block_8_1,block_4_1,cyclic_4_1,unroll_8,unroll_2,unroll_8,unroll_2,pipeline,unroll_4,unroll_2,pipeline_1,pipeline,4.25,0.7019555093561196,False
workload_4972.cpp,xcu200-fsgd2104-2-e,3.33,19.825734420000003,655,1,1,2,5,block_16_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,unroll_4,unroll_4,pipeline,unroll_16,unroll_64,pipeline,pipeline,2.25,0.7974009266471599,False
workload_4974.cpp,xcu200-fsgd2104-2-e,3.33,2.29518252,1735,3,1,2,9,block_64_1,block_64_1,block_4_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,pipeline,unroll_32,pipeline_1,pipeline,3.75,0.8474313811191997,False
workload_4976.cpp,xcu200-fsgd2104-2-e,3.33,2.10816306,343,1,1,1,3,cyclic_8_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll_2,pipeline,unroll,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline_1,1.5,0.9773049092019563,False
workload_4977.cpp,xcu200-fsgd2104-2-e,3.33,21.74309514,345,2,1,1,3,cyclic_4_1,block_8_1,complete_1,unroll_4,pipeline_1,unroll,unroll,unroll_2,pipeline,pipeline,unroll,unroll,1.75,0.7851025619814334,False
workload_4979.cpp,xcu200-fsgd2104-2-e,3.33,3.7930365,216,2,1,1,2,cyclic_4_1,block_2_1,block_4_1,unroll_4,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline,1.5,0.9693428437824753,False
workload_4980.cpp,xcu200-fsgd2104-2-e,3.33,3.5536761,1073,1,1,3,13,cyclic_8_1,cyclic_2_1,cyclic_8_1,unroll,unroll_2,unroll_8,unroll_4,pipeline,pipeline,unroll_64,pipeline_1,pipeline,4.5,0.805821127699727,False
workload_4981.cpp,xcu200-fsgd2104-2-e,3.33,2.48613138,362,1,1,1,4,cyclic_4_1,cyclic_128_1,complete_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline,unroll_16,pipeline,pipeline,unroll,1.75,0.9620230752252825,False
workload_4983.cpp,xcu200-fsgd2104-2-e,3.33,49.09456962,2251,2,1,2,14,cyclic_2_1,cyclic_64_1,complete_1,unroll_8,pipeline,unroll_4,unroll_4,unroll_16,unroll_8,unroll_64,pipeline,pipeline,4.75,0.5110007418951477,False
