Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_382.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,93,1,1,3,6,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_383.cpp,xczu7ev-ffvc1156-2-e,10.0,110.59166,196,1,1,5,9,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,4.0,0.9548830274451409,False
workload_384.cpp,xczu7ev-ffvc1156-2-e,10.0,110.5779,93,1,1,3,6,complete_2,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,2.75,0.9990139741830806,False
workload_385.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,196,1,1,5,8,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_386.cpp,xczu7ev-ffvc1156-2-e,10.0,110.25734,96,1,1,4,8,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,3.5,0.9730386801147742,False
workload_387.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,93,1,1,3,6,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_388.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,856,1,1,9,14,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_389.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,878,1,1,9,14,cyclic_4_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_390.cpp,xczu7ev-ffvc1156-2-e,10.0,110.60346,204,1,1,5,10,complete_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,4.25,0.9382915362563546,False
workload_391.cpp,xczu7ev-ffvc1156-2-e,10.0,110.59166,195,1,1,5,9,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline_1,4.0,0.9548830274451409,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,829,1,1,9,14,cyclic_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_393.cpp,xczu7ev-ffvc1156-2-e,10.0,110.20664,863,1,1,9,14,complete_2,complete_1,unroll_4,unroll_4,unroll_2,pipeline_1,6.25,0.8056033145591539,False
workload_396.cpp,xczu7ev-ffvc1156-2-e,10.0,110.10014,90,1,1,3,6,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,1.0,True
workload_397.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,190,1,1,5,9,complete_2,complete_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_398.cpp,xczu7ev-ffvc1156-2-e,10.0,109.7644,204,1,1,5,10,complete_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,4.25,0.9383343591454537,False
workload_399.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,103,1,1,3,6,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_400.cpp,xczu7ev-ffvc1156-2-e,10.0,109.89332,205,1,1,6,12,block_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,5.0,0.8872211486269977,False
workload_401.cpp,xczu7ev-ffvc1156-2-e,10.0,778.40566,216,1,1,5,9,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,unroll_2,4.0,0.14869307908733903,False
workload_402.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,198,1,1,5,9,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_403.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,242,1,1,5,9,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_404.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14366,195,1,1,5,9,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline,4.0,0.9553364216733921,False
workload_405.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,876,1,1,8,14,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,6.0,0.8215703948805578,False
workload_406.cpp,xczu7ev-ffvc1156-2-e,10.0,110.43932,930,1,1,10,16,block_4_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,7.0,0.758775425497074,False
workload_407.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,858,1,1,9,14,cyclic_2_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_408.cpp,xczu7ev-ffvc1156-2-e,10.0,778.40346,230,1,1,5,10,complete_1,complete_1,unroll_2,unroll_4,unroll_2,unroll_2,4.25,0.14850525443837242,False
workload_409.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,202,1,1,5,9,cyclic_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_410.cpp,xczu7ev-ffvc1156-2-e,10.0,110.25734,110,1,1,4,8,block_4_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,3.5,0.9730386801147742,False
workload_411.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,188,1,1,5,8,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_412.cpp,xczu7ev-ffvc1156-2-e,10.0,125.88606,857,1,1,9,15,complete_2,block_2_1,unroll_2,unroll_8,unroll_2,pipeline,6.5,0.787615027416784,False
workload_413.cpp,xczu7ev-ffvc1156-2-e,10.0,110.46566,880,1,1,9,14,cyclic_4_1,cyclic_2_1,unroll_2,unroll_4,unroll_4,pipeline_1,6.25,0.8056010857588494,False
workload_414.cpp,xczu7ev-ffvc1156-2-e,10.0,110.34132,212,1,1,6,11,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.75,0.9040740735596221,False
workload_415.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14366,192,1,1,5,9,cyclic_2_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline,4.0,0.9553364216733921,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,192,1,1,5,9,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_417.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14366,190,1,1,5,9,complete_2,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline,4.0,0.9553364216733921,False
workload_418.cpp,xczu7ev-ffvc1156-2-e,10.0,109.8204,874,1,1,8,14,complete_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,6.0,0.8215703928641221,False
workload_419.cpp,xczu7ev-ffvc1156-2-e,10.0,110.20664,912,1,1,9,15,cyclic_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,6.5,0.7898158960992313,False
workload_420.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,205,1,1,5,9,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_421.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,878,1,1,9,15,cyclic_8_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.5,0.7898166065598077,False
workload_422.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,98,1,1,3,6,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_423.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,207,1,1,5,8,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_424.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,874,1,1,8,13,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_426.cpp,xczu7ev-ffvc1156-2-e,10.0,110.25734,99,1,1,4,7,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,3.25,0.9819262845706552,False
workload_430.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,100,1,1,3,6,complete_2,complete_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10.0,109.94614,195,1,1,5,9,complete_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,4.0,0.9555348808379919,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,196,1,1,5,9,block_8_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_433.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,203,1,1,5,9,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_434.cpp,xczu7ev-ffvc1156-2-e,10.0,109.7644,198,1,1,5,10,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,4.25,0.9383343591454537,False
workload_435.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,836,1,1,9,14,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_436.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,101,1,1,3,6,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_437.cpp,xczu7ev-ffvc1156-2-e,10.0,109.8204,887,1,1,8,14,complete_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,6.0,0.8215703928641221,False
workload_438.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,857,1,1,9,14,complete_2,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_439.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,188,1,1,5,8,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_442.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,234,1,1,5,9,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_443.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,202,1,1,5,8,cyclic_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_446.cpp,xczu7ev-ffvc1156-2-e,10.0,109.89332,206,1,1,6,11,block_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,4.75,0.9040803107930577,False
workload_448.cpp,xczu7ev-ffvc1156-2-e,10.0,110.5779,97,1,1,3,6,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,2.75,0.9990139741830806,False
workload_449.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,864,1,1,9,14,block_8_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_450.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,187,1,1,5,8,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_455.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,823,1,1,9,14,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_456.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,172,1,1,5,9,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_457.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,93,1,1,3,6,block_8_1,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_458.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,191,1,1,5,8,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_459.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,198,1,1,5,8,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_460.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,824,1,1,8,13,cyclic_4_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_461.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,814,1,1,8,13,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_462.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,189,1,1,5,8,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_463.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,847,1,1,8,13,cyclic_4_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_464.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,94,1,1,3,6,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_465.cpp,xczu7ev-ffvc1156-2-e,10.0,110.4099,198,1,1,5,8,cyclic_2_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,3.75,0.9640406268089268,False
workload_466.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14366,189,1,1,5,9,cyclic_4_1,block_2_1,unroll_2,unroll_4,unroll_2,pipeline,4.0,0.9553364216733921,False
workload_467.cpp,xczu7ev-ffvc1156-2-e,10.0,110.20664,870,1,1,9,14,cyclic_4_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline_1,6.25,0.8056033145591539,False
workload_469.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,179,1,1,5,9,block_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_471.cpp,xczu7ev-ffvc1156-2-e,10.0,109.94614,197,1,1,5,9,complete_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,4.0,0.9555348808379919,False
workload_472.cpp,xczu7ev-ffvc1156-2-e,10.0,109.89332,203,1,1,6,12,block_4_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,5.0,0.8872211486269977,False
workload_474.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,836,1,1,8,13,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_475.cpp,xczu7ev-ffvc1156-2-e,10.0,109.94614,194,1,1,5,9,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,4.0,0.9555348808379919,False
workload_479.cpp,xczu7ev-ffvc1156-2-e,10.0,110.1299,70,1,1,3,6,block_8_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline,2.75,0.999938563988114,False
workload_481.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,159,1,1,5,9,complete_2,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_482.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14534,173,1,1,5,10,block_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline,4.25,0.9383265524891876,False
workload_483.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,793,1,1,8,13,complete_2,complete_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_484.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,813,1,1,9,14,cyclic_4_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_485.cpp,xczu7ev-ffvc1156-2-e,10.0,110.26988,824,1,1,9,13,cyclic_2_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,6.0,0.8215688419625772,False
workload_486.cpp,xczu7ev-ffvc1156-2-e,10.0,110.25734,78,1,1,4,7,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,pipeline,3.25,0.9819262845706552,False
workload_487.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,793,1,1,8,13,block_8_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_488.cpp,xczu7ev-ffvc1156-2-e,10.0,115.92354,633,1,1,12,25,cyclic_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline,9.75,0.6007064645352773,False
workload_489.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,805,1,1,8,14,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,6.0,0.8215703948805578,False
workload_490.cpp,xczu7ev-ffvc1156-2-e,10.0,109.8204,816,1,1,8,14,complete_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,6.0,0.8215703928641221,False
workload_491.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,174,1,1,5,9,complete_2,block_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,792,1,1,8,13,block_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_493.cpp,xczu7ev-ffvc1156-2-e,10.0,110.5779,75,1,1,3,6,complete_2,cyclic_2_1,unroll_2,unroll_2,unroll_2,pipeline_1,2.75,0.9990139741830806,False
workload_495.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,167,1,1,5,8,block_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_496.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,166,1,1,5,8,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_497.cpp,xczu7ev-ffvc1156-2-e,10.0,109.9619,167,1,1,5,8,complete_2,complete_1,unroll_2,unroll_2,unroll_4,pipeline,3.75,1.0,True
workload_502.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75188,171,1,1,5,9,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,1.0,True
workload_503.cpp,xczu7ev-ffvc1156-2-e,10.0,110.39414,175,1,1,5,9,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll_4,pipeline_1,4.0,0.9550834839634494,False
workload_504.cpp,xczu7ev-ffvc1156-2-e,10.0,115.92354,643,1,1,12,25,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline,9.75,0.6007064645352773,False
workload_505.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,784,1,1,9,14,cyclic_2_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_506.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,793,1,1,8,13,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_507.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,812,1,1,8,13,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_508.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,822,1,1,9,14,cyclic_2_1,block_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_509.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,817,1,1,8,14,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline,6.0,0.8215703948805578,False
workload_510.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75881,821,1,2,9,15,cyclic_4_1,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline,6.75,0.7742077049974271,False
workload_517.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14534,171,1,1,6,9,block_2_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,4.25,0.9383265524891876,False
workload_523.cpp,xczu7ev-ffvc1156-2-e,10.0,110.4099,182,1,1,5,8,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,3.75,0.9640406268089268,False
workload_524.cpp,xczu7ev-ffvc1156-2-e,10.0,110.4099,181,1,1,5,8,complete_2,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,3.75,0.9640406268089268,False
workload_525.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,767,1,1,9,14,block_8_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_526.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75864,796,1,1,9,14,complete_2,complete_1,unroll_4,unroll_4,unroll_2,pipeline,6.25,0.8056041275936867,False
workload_527.cpp,xczu7ev-ffvc1156-2-e,10.0,110.5779,74,1,1,3,6,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_2,pipeline_1,2.75,0.9990139741830806,False
workload_528.cpp,xczu7ev-ffvc1156-2-e,10.0,109.99446,770,1,1,9,15,complete_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,6.5,0.7898166664005533,False
workload_531.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14366,169,1,1,5,9,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_2,pipeline,4.0,0.9553364216733921,False
workload_532.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14534,174,1,1,5,10,block_4_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline,4.25,0.9383265524891876,False
workload_533.cpp,xczu7ev-ffvc1156-2-e,10.0,110.39414,175,1,1,5,9,complete_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,4.0,0.9550834839634494,False
workload_534.cpp,xczu7ev-ffvc1156-2-e,10.0,110.4099,180,1,1,5,8,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_4,pipeline_1,3.75,0.9640406268089268,False
workload_535.cpp,xczu7ev-ffvc1156-2-e,10.0,109.76358,862,1,1,9,16,complete_1,complete_1,unroll_4,unroll_4,unroll_2,pipeline,6.75,0.7742077149754476,False
workload_536.cpp,xczu7ev-ffvc1156-2-e,10.0,109.82188,799,1,1,8,13,complete_2,block_2_1,unroll_4,unroll_2,unroll_4,pipeline,5.75,0.8377151611517321,False
workload_537.cpp,xczu7ev-ffvc1156-2-e,10.0,115.92354,639,1,1,12,25,cyclic_8_1,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,9.75,0.6007064645352773,False
workload_543.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,173,1,1,5,9,cyclic_2_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_544.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,180,1,1,5,9,cyclic_8_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_545.cpp,xczu7ev-ffvc1156-2-e,10.0,115.92354,624,1,1,12,25,complete_2,block_2_1,unroll_2,unroll_2,unroll_8,pipeline,9.75,0.6007064645352773,False
workload_546.cpp,xczu7ev-ffvc1156-2-e,10.0,110.26988,824,1,1,8,13,block_8_1,block_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,5.75,0.8377133546769626,False
workload_547.cpp,xczu7ev-ffvc1156-2-e,10.0,109.76358,951,1,1,9,16,complete_1,cyclic_2_1,unroll_4,unroll_4,unroll_2,pipeline,6.75,0.7742077149754476,False
workload_548.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,785,1,1,9,14,cyclic_8_1,block_2_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_549.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14366,168,1,1,5,9,block_8_1,cyclic_2_1,unroll_2,unroll_4,unroll_2,pipeline,4.0,0.9553364216733921,False
workload_555.cpp,xczu7ev-ffvc1156-2-e,10.0,110.26988,805,1,1,9,13,cyclic_4_1,complete_1,unroll_4,unroll_2,unroll_4,pipeline_1,6.0,0.8215688419625772,False
workload_557.cpp,xczu7ev-ffvc1156-2-e,10.0,110.14534,173,1,1,5,10,block_4_1,block_2_1,unroll_2,unroll_2,unroll_4,pipeline,4.25,0.9383265524891876,False
workload_558.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,786,1,1,9,14,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_559.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75881,832,1,2,9,15,cyclic_8_1,complete_1,unroll,unroll_2,unroll_2,pipeline,6.75,0.7742077049974271,False
workload_560.cpp,xczu7ev-ffvc1156-2-e,10.0,778.4059,87,1,1,3,6,cyclic_8_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_2,2.75,0.14907889685375686,False
workload_565.cpp,xczu7ev-ffvc1156-2-e,10.0,110.26988,778,1,1,9,13,cyclic_2_1,cyclic_2_1,unroll_4,unroll_2,unroll_4,pipeline_1,6.0,0.8215688419625772,False
workload_567.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75881,835,1,2,9,15,cyclic_8_1,cyclic_2_1,unroll,unroll_2,unroll_2,pipeline,6.75,0.7742077049974271,False
workload_572.cpp,xczu7ev-ffvc1156-2-e,10.0,110.19988,178,1,1,5,9,block_8_1,cyclic_2_1,unroll_4,unroll_2,unroll_2,pipeline_1,4.0,0.9552797733069383,False
workload_573.cpp,xczu7ev-ffvc1156-2-e,10.0,110.01766,799,1,1,9,14,cyclic_8_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline,6.25,0.8056041276221394,False
workload_574.cpp,xczu7ev-ffvc1156-2-e,10.0,109.99446,823,1,1,9,15,complete_1,complete_1,unroll_2,unroll_4,unroll_4,pipeline,6.5,0.7898166664005533,False
workload_576.cpp,xczu7ev-ffvc1156-2-e,10.0,109.75747,862,1,2,9,17,complete_1,block_2_1,unroll,unroll_2,unroll_2,pipeline,7.25,0.7435257587583917,False
workload_601.cpp,xczu7ev-ffvc1156-2-e,5.0,92.84407,189,1,1,4,10,complete_1,block_2_1,unroll_4,unroll_2,unroll_2,pipeline,4.0,0.9204218039335246,False
workload_615.cpp,xczu7ev-ffvc1156-2-e,5.0,411.93837,1054,1,3,18,36,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_4,14.5,0.21209623012701484,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,5.0,74.15365,1006,1,1,11,26,cyclic_4_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,pipeline_1,9.75,0.5988330908709764,False
workload_651.cpp,xczu7ev-ffvc1156-2-e,5.0,234.1821,1113,1,4,15,23,cyclic_8_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_16,10.75,0.4551111854411318,False
workload_686.cpp,xczu7ev-ffvc1156-2-e,5.0,731.06325,823,1,2,14,28,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_2,11.25,0.10144463029797608,False
workload_701.cpp,xczu7ev-ffvc1156-2-e,5.0,412.01725,1182,1,3,19,37,block_2_1,cyclic_2_1,unroll_2,unroll_2,unroll_8,unroll_4,15.0,0.2035896037230067,False
workload_721.cpp,xczu7ev-ffvc1156-2-e,5.0,74.15365,967,1,1,11,26,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_8,pipeline_1,9.75,0.5988330908709764,False
