Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,Area,Weight,is_pareto
workload_4225.cpp,xcu200-fsgd2104-2-e,3.33,10.79844075,59,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9717706426762444,False
workload_4226.cpp,xcu200-fsgd2104-2-e,3.33,10.79163423,143,1,1,1,3,block_128_1,block_8_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll_16,pipeline_1,unroll_4,1.5,0.9177709409204704,False
workload_4227.cpp,xcu200-fsgd2104-2-e,3.33,10.63465803,63,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9923384563928663,False
workload_4228.cpp,xcu200-fsgd2104-2-e,3.33,10.78820766,105,1,1,1,1,block_8_1,block_8_1,cyclic_2_1,cyclic_16_1,unroll,unroll_16,pipeline_1,unroll_8,1.0,0.9730486893297919,False
workload_4229.cpp,xcu200-fsgd2104-2-e,3.33,10.85973939,72,1,1,1,1,cyclic_32_1,block_8_1,cyclic_4_1,block_2_1,unroll_2,unroll_8,pipeline_1,unroll_8,1.0,0.964134439298402,False
workload_4230.cpp,xcu200-fsgd2104-2-e,3.33,10.73684574,371,1,1,1,5,cyclic_4_1,block_32_1,cyclic_128_1,block_2_1,unroll_2,unroll,pipeline_1,unroll_32,2.0,0.8577262506279214,False
workload_4231.cpp,xcu200-fsgd2104-2-e,3.33,14.61086451,298,1,1,1,2,block_2_1,block_8_1,cyclic_4_1,cyclic_128_1,unroll_2,unroll_8,pipeline,unroll_8,1.25,0.5588695799512899,False
workload_4232.cpp,xcu200-fsgd2104-2-e,3.33,10.80198387,294,1,1,1,4,block_4_1,block_32_1,cyclic_128_1,block_2_1,unroll_2,unroll_32,pipeline,pipeline_1,1.75,0.8851037893827848,False
workload_4233.cpp,xcu200-fsgd2104-2-e,3.33,10.83134115,540,1,1,1,6,block_128_1,block_8_1,cyclic_128_1,cyclic_16_1,unroll_2,unroll_32,pipeline_1,unroll_64,2.25,0.8208365973734068,False
workload_4234.cpp,xcu200-fsgd2104-2-e,3.33,10.79159427,61,1,1,1,1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_16,pipeline_1,unroll_8,1.0,0.9726256200373364,False
workload_4235.cpp,xcu200-fsgd2104-2-e,3.33,10.83882699,110,1,1,1,1,cyclic_32_1,block_4_1,cyclic_4_1,cyclic_16_1,unroll_2,unroll_4,pipeline_1,unroll_64,1.0,0.9667358008721549,False
workload_4236.cpp,xcu200-fsgd2104-2-e,3.33,10.78129791,74,1,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,cyclic_16_1,unroll_4,unroll_8,pipeline,unroll_8,1.0,0.9739122018189923,False
workload_4237.cpp,xcu200-fsgd2104-2-e,3.33,10.63465803,68,1,1,1,1,cyclic_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9923384563928663,False
workload_4238.cpp,xcu200-fsgd2104-2-e,3.33,10.74393198,118,1,1,1,2,block_2_1,block_8_1,cyclic_2_1,cyclic_8_1,unroll,unroll_16,pipeline_1,pipeline_1,1.25,0.9534934987769756,False
workload_4239.cpp,xcu200-fsgd2104-2-e,3.33,10.74389535,69,1,1,1,1,cyclic_4_1,block_8_1,cyclic_2_1,block_8_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1.0,0.9785938137391024,False
workload_4240.cpp,xcu200-fsgd2104-2-e,3.33,10.61281323,235,1,1,1,3,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9298933833479931,False
workload_4241.cpp,xcu200-fsgd2104-2-e,3.33,10.79840079,70,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1.0,0.971775631600718,False
workload_4242.cpp,xcu200-fsgd2104-2-e,3.33,11.06801091,285,1,1,1,2,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,unroll_2,unroll_8,pipeline_1,unroll_8,1.25,0.9235252520547362,False
workload_4243.cpp,xcu200-fsgd2104-2-e,3.33,10.61322615,124,1,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_16_1,unroll_4,unroll,pipeline,unroll_32,1.25,0.9631127283532644,False
workload_4244.cpp,xcu200-fsgd2104-2-e,3.33,10.61281323,212,1,1,1,3,block_4_1,cyclic_4_1,cyclic_64_1,cyclic_16_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9298933833479931,False
workload_4245.cpp,xcu200-fsgd2104-2-e,3.33,10.79862723,66,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1.0,0.9717473612174493,False
workload_4246.cpp,xcu200-fsgd2104-2-e,3.33,10.80178407,238,1,1,1,6,cyclic_4_1,block_8_1,cyclic_128_1,cyclic_4_1,unroll_4,unroll_4,pipeline_1,pipeline,2.25,0.8226652263313572,False
workload_4247.cpp,xcu200-fsgd2104-2-e,3.33,10.84306275,65,1,1,1,1,cyclic_4_1,block_4_1,cyclic_4_1,block_2_1,unroll_2,unroll_32,pipeline_1,unroll_2,1.0,0.9662085851375386,False
workload_4248.cpp,xcu200-fsgd2104-2-e,3.33,10.79170083,61,1,1,1,1,block_2_1,block_2_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_32,pipeline,unroll_4,1.0,0.9726123097863764,False
workload_4249.cpp,xcu200-fsgd2104-2-e,3.33,10.61152119,511,1,1,1,6,block_2_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,unroll_4,unroll,pipeline_1,unroll_64,2.25,0.8340520085388856,False
workload_4250.cpp,xcu200-fsgd2104-2-e,3.33,10.79845407,68,1,1,1,1,block_8_1,block_4_1,cyclic_2_1,block_8_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1.0,0.9717689797045919,False
workload_4251.cpp,xcu200-fsgd2104-2-e,3.33,10.74393531,56,1,1,1,1,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline,1.0,0.9785888053433376,False
workload_4252.cpp,xcu200-fsgd2104-2-e,3.33,10.61281323,222,1,1,1,3,cyclic_2_1,block_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9298933833479931,False
workload_4253.cpp,xcu200-fsgd2104-2-e,3.33,10.68921675,75,1,1,1,1,cyclic_32_1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9854603423074825,False
workload_4255.cpp,xcu200-fsgd2104-2-e,3.33,10.79844075,57,1,1,1,1,block_2_1,block_8_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9717706426762444,False
workload_4256.cpp,xcu200-fsgd2104-2-e,3.33,10.77531723,234,1,1,1,5,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_128_1,unroll_2,unroll_4,pipeline,unroll_64,2.0,0.8553017237844711,False
workload_4257.cpp,xcu200-fsgd2104-2-e,3.33,11.74490334,1683,1,1,1,11,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,unroll,unroll_16,unroll_2,unroll_64,3.5,0.6245351051165607,False
workload_4258.cpp,xcu200-fsgd2104-2-e,3.33,10.80177741,1542,1,1,1,14,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_128_1,unroll_8,unroll_4,pipeline,pipeline,4.25,0.5978196641647998,False
workload_4259.cpp,xcu200-fsgd2104-2-e,3.33,10.6788771,89,1,1,1,1,block_4_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_4,1.0,0.9867617986325475,False
workload_4260.cpp,xcu200-fsgd2104-2-e,3.33,10.81624959,1029,1,1,1,9,block_2_1,block_8_1,block_128_1,cyclic_16_1,unroll_4,unroll_8,pipeline_1,unroll_8,3.0,0.7327138208738431,False
workload_4261.cpp,xcu200-fsgd2104-2-e,3.33,10.78129791,69,1,1,1,1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll_8,pipeline,unroll_8,1.0,0.9739122018189923,False
workload_4262.cpp,xcu200-fsgd2104-2-e,3.33,10.78594659,109,1,1,1,1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_2_1,unroll_2,unroll_32,pipeline,unroll_64,1.0,0.9733312086020408,False
workload_4263.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,141,1,1,1,3,cyclic_4_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.928286603626634,False
workload_4264.cpp,xcu200-fsgd2104-2-e,3.33,10.61153451,200,1,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,unroll_2,unroll,pipeline_1,unroll_64,1.25,0.9632252062074734,False
workload_4265.cpp,xcu200-fsgd2104-2-e,3.33,11.60296542,77,1,1,1,1,cyclic_32_1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_2,1.0,0.8742207207258051,False
workload_4266.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,235,1,1,1,2,block_2_1,block_8_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll,pipeline_1,pipeline_1,1.25,0.9614281626577614,False
workload_4267.cpp,xcu200-fsgd2104-2-e,3.33,10.68921675,174,1,1,1,2,block_128_1,block_32_1,block_4_1,block_8_1,unroll_2,unroll,pipeline_1,pipeline_1,1.25,0.9577373459046606,False
workload_4268.cpp,xcu200-fsgd2104-2-e,3.33,10.63460475,70,1,1,1,1,cyclic_4_1,block_8_1,block_2_1,block_8_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9923451863073919,False
workload_4269.cpp,xcu200-fsgd2104-2-e,3.33,10.58013927,69,1,1,1,1,block_2_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_4,unroll,pipeline,pipeline,1.0,0.9992381143586362,False
workload_4270.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,141,1,1,1,3,block_2_1,block_4_1,block_4_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.928286603626634,False
workload_4271.cpp,xcu200-fsgd2104-2-e,3.33,10.61814123,188,1,1,1,3,block_4_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9295565231530702,False
workload_4272.cpp,xcu200-fsgd2104-2-e,3.33,10.77531723,221,1,1,1,5,cyclic_2_1,cyclic_4_1,cyclic_128_1,cyclic_128_1,unroll_2,unroll_4,pipeline_1,unroll_64,2.0,0.8553017237844711,False
workload_4274.cpp,xcu200-fsgd2104-2-e,3.33,10.74393531,57,1,1,1,1,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline,pipeline_1,1.0,0.9785888053433376,False
workload_4275.cpp,xcu200-fsgd2104-2-e,3.33,10.80235683,355,1,1,1,5,cyclic_4_1,block_32_1,cyclic_128_1,block_2_1,unroll_2,unroll_32,pipeline_1,unroll_64,2.0,0.8535765237797518,False
workload_4276.cpp,xcu200-fsgd2104-2-e,3.33,10.74396195,61,1,1,1,1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll_8,pipeline,pipeline,1.0,0.9785854664207585,False
workload_4277.cpp,xcu200-fsgd2104-2-e,3.33,10.79140446,489,1,1,1,6,cyclic_64_1,cyclic_4_1,cyclic_128_1,block_8_1,unroll_2,unroll,pipeline_1,unroll_32,2.25,0.8233036318749981,False
workload_4279.cpp,xcu200-fsgd2104-2-e,3.33,17.045414190000002,100,1,1,1,1,block_2_1,block_4_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,pipeline_1,1.0,0.3662869240378871,False
workload_4280.cpp,xcu200-fsgd2104-2-e,3.33,10.78189731,280,1,1,1,4,block_4_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,unroll_2,unroll_32,pipeline_1,unroll_64,1.75,0.8864525037257637,False
workload_4281.cpp,xcu200-fsgd2104-2-e,3.33,10.78822431,81,1,1,1,1,block_16_1,block_8_1,cyclic_2_1,cyclic_16_1,unroll_4,unroll_16,pipeline_1,unroll_8,1.0,0.973046609092297,False
workload_4282.cpp,xcu200-fsgd2104-2-e,3.33,10.74394863,65,1,1,1,1,cyclic_4_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1.0,0.978587135881255,False
workload_4283.cpp,xcu200-fsgd2104-2-e,3.33,10.63800135,378,1,1,1,4,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_4,unroll,pipeline_1,pipeline_1,1.75,0.8957218700670602,False
workload_4284.cpp,xcu200-fsgd2104-2-e,3.33,10.798387470000002,60,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline,1.0,0.9717772945787146,False
workload_4285.cpp,xcu200-fsgd2104-2-e,3.33,10.60374231,100,1,1,1,1,cyclic_2_1,block_32_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll,unroll_4,unroll_8,1.0,0.9962477541981067,False
workload_4286.cpp,xcu200-fsgd2104-2-e,3.33,11.11534686,73,1,1,1,1,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_4,1.0,0.9326545294155972,False
workload_4287.cpp,xcu200-fsgd2104-2-e,3.33,10.74388203,61,1,1,1,1,block_2_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9785954832075298,False
workload_4288.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,240,1,1,1,2,block_2_1,cyclic_16_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll,pipeline_1,pipeline_1,1.25,0.9614281626577614,False
workload_4289.cpp,xcu200-fsgd2104-2-e,3.33,10.73684574,315,1,1,1,3,cyclic_4_1,cyclic_4_1,cyclic_128_1,cyclic_128_1,unroll_2,unroll,pipeline_1,unroll_32,1.5,0.9216609063141966,False
workload_4290.cpp,xcu200-fsgd2104-2-e,3.33,10.79862723,65,1,1,1,1,block_2_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,1.0,0.9717473612174493,False
workload_4291.cpp,xcu200-fsgd2104-2-e,3.33,11.28484053,87,1,1,1,1,block_4_1,block_4_1,cyclic_16_1,cyclic_16_1,unroll_8,unroll_8,pipeline,unroll_4,1.0,0.9121022234710711,False
workload_4292.cpp,xcu200-fsgd2104-2-e,3.33,11.988286380000002,91,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_32_1,block_4_1,unroll_2,unroll,pipeline,unroll_2,1.0,0.8295492626520451,False
workload_4293.cpp,xcu200-fsgd2104-2-e,3.33,10.67076855,146,1,1,1,2,block_8_1,block_32_1,cyclic_16_1,cyclic_8_1,unroll_4,unroll,pipeline_1,unroll_32,1.25,0.9590993756815863,False
workload_4294.cpp,xcu200-fsgd2104-2-e,3.33,10.80515403,131,1,1,1,3,cyclic_4_1,block_8_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,unroll_64,1.5,0.9167879990250339,False
workload_4295.cpp,xcu200-fsgd2104-2-e,3.33,10.75072851,68,1,1,1,1,cyclic_4_1,block_8_1,cyclic_2_1,block_4_1,unroll_2,unroll_16,pipeline_1,unroll_8,1.0,0.9777375855524691,False
workload_4296.cpp,xcu200-fsgd2104-2-e,3.33,10.67254011,493,1,1,1,6,block_128_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_64,2.25,0.8304734646317248,False
workload_4297.cpp,xcu200-fsgd2104-2-e,3.33,10.68921675,133,1,1,1,2,block_128_1,block_4_1,block_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,pipeline_1,1.25,0.9577373459046606,False
workload_4299.cpp,xcu200-fsgd2104-2-e,3.33,10.7955603,1225,1,1,1,11,cyclic_32_1,cyclic_8_1,cyclic_2_1,cyclic_32_1,unroll,unroll_32,pipeline_1,unroll_64,3.5,0.6776256253153062,False
workload_4300.cpp,xcu200-fsgd2104-2-e,3.33,10.69294635,213,1,1,1,3,block_128_1,cyclic_4_1,cyclic_16_1,block_2_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9246671322460427,False
workload_4301.cpp,xcu200-fsgd2104-2-e,3.33,10.74388203,54,1,1,1,1,block_4_1,block_4_1,cyclic_2_1,block_8_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9785954832075298,False
workload_4302.cpp,xcu200-fsgd2104-2-e,3.33,10.74393531,56,1,1,1,1,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9785888053433376,False
workload_4303.cpp,xcu200-fsgd2104-2-e,3.33,10.63471131,72,1,1,1,1,block_4_1,block_2_1,block_4_1,cyclic_16_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9923317265037193,False
workload_4304.cpp,xcu200-fsgd2104-2-e,3.33,10.63800135,85,1,1,1,1,cyclic_2_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,unroll_4,unroll,pipeline_1,pipeline_1,1.0,0.9919162050164231,False
workload_4305.cpp,xcu200-fsgd2104-2-e,3.33,10.74392199,62,1,1,1,1,block_2_1,block_4_1,cyclic_2_1,cyclic_4_1,unroll_4,unroll_4,pipeline_1,pipeline,1.0,0.9785904748070064,False
workload_4306.cpp,xcu200-fsgd2104-2-e,3.33,10.58020587,135,1,1,1,1,block_4_1,block_4_1,cyclic_2_1,cyclic_128_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9992296695410847,False
workload_4307.cpp,xcu200-fsgd2104-2-e,3.33,10.63838763,116,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_16_1,block_4_1,unroll_2,unroll,pipeline,unroll_64,1.0,0.9918674254404922,False
workload_4308.cpp,xcu200-fsgd2104-2-e,3.33,10.79845407,64,1,1,1,1,cyclic_4_1,block_4_1,block_4_1,cyclic_4_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1.0,0.9717689797045919,False
workload_4309.cpp,xcu200-fsgd2104-2-e,3.33,10.638813870000002,100,1,1,1,1,cyclic_4_1,block_16_1,cyclic_16_1,block_2_1,unroll_2,unroll,pipeline_1,unroll_32,1.0,0.9918136012495938,False
workload_4310.cpp,xcu200-fsgd2104-2-e,3.33,10.63460475,68,1,1,1,1,block_2_1,block_8_1,block_2_1,cyclic_8_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9923451863073919,False
workload_4311.cpp,xcu200-fsgd2104-2-e,3.33,10.70274654,155,1,1,1,1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_64,1.0,0.9837587852005902,False
workload_4312.cpp,xcu200-fsgd2104-2-e,3.33,10.61281323,223,1,1,1,3,block_4_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9298933833479931,False
workload_4313.cpp,xcu200-fsgd2104-2-e,3.33,10.69257339,256,1,1,1,3,cyclic_32_1,cyclic_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll,pipeline_1,pipeline_1,1.5,0.9246922433207437,False
workload_4314.cpp,xcu200-fsgd2104-2-e,3.33,10.58019255,67,1,1,1,1,block_2_1,block_8_1,cyclic_2_1,block_2_1,unroll_4,unroll,pipeline,pipeline_1,1.0,0.9992313585014228,False
workload_4315.cpp,xcu200-fsgd2104-2-e,3.33,10.69257339,257,1,1,1,3,cyclic_32_1,block_4_1,cyclic_16_1,cyclic_128_1,unroll_2,unroll,pipeline_1,pipeline_1,1.5,0.9246922433207437,False
workload_4316.cpp,xcu200-fsgd2104-2-e,3.33,10.63800135,89,1,1,1,1,block_2_1,block_8_1,cyclic_16_1,cyclic_8_1,unroll_4,unroll,pipeline,pipeline,1.0,0.9919162050164231,False
workload_4317.cpp,xcu200-fsgd2104-2-e,3.33,10.74393531,122,1,1,1,2,block_2_1,block_4_1,cyclic_2_1,cyclic_128_1,unroll_2,unroll_4,pipeline,pipeline_1,1.25,0.9534932315345473,False
workload_4318.cpp,xcu200-fsgd2104-2-e,3.33,10.70274654,364,1,1,1,3,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_128_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9240046882554768,False
workload_4319.cpp,xcu200-fsgd2104-2-e,3.33,10.63459143,76,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_4,unroll,pipeline,pipeline,1.0,0.9923468687899885,False
workload_4320.cpp,xcu200-fsgd2104-2-e,3.33,11.33699166,184,1,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_4,1.25,0.8951593556961123,False
workload_4321.cpp,xcu200-fsgd2104-2-e,3.33,10.74393531,67,2,1,1,1,block_2_1,block_64_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.25,0.9534932315345473,False
workload_4322.cpp,xcu200-fsgd2104-2-e,3.33,10.61152119,503,1,1,1,6,block_2_1,block_4_1,cyclic_64_1,cyclic_128_1,unroll_4,unroll,pipeline_1,unroll_64,2.25,0.8340520085388856,False
workload_4323.cpp,xcu200-fsgd2104-2-e,3.33,10.61196075,276,1,1,1,3,cyclic_4_1,cyclic_16_1,cyclic_32_1,cyclic_128_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9299471393890157,False
workload_4324.cpp,xcu200-fsgd2104-2-e,3.33,12.61257147,60,1,1,1,1,block_2_1,block_8_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll_4,unroll_2,pipeline,1.0,0.7599912573197808,False
workload_4325.cpp,xcu200-fsgd2104-2-e,3.33,11.988286380000002,136,1,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_2,1.25,0.8235143631561819,False
workload_4326.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,107,1,1,1,1,block_4_1,block_4_1,cyclic_64_1,cyclic_16_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9919145229398749,False
workload_4327.cpp,xcu200-fsgd2104-2-e,3.33,10.80175743,108,1,1,1,2,cyclic_4_1,block_32_1,cyclic_32_1,block_8_1,unroll_4,unroll_8,pipeline_1,pipeline_1,1.25,0.9486991145617696,False
workload_4328.cpp,xcu200-fsgd2104-2-e,3.33,10.638813870000002,104,1,1,1,1,block_2_1,cyclic_16_1,cyclic_16_1,block_2_1,unroll_2,unroll,pipeline_1,unroll_32,1.0,0.9918136012495938,False
workload_4329.cpp,xcu200-fsgd2104-2-e,3.33,15.93356382,160,1,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll,unroll_2,unroll_64,1.25,0.44723411898667,False
workload_4330.cpp,xcu200-fsgd2104-2-e,3.33,10.64142459,140,1,1,1,3,cyclic_4_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_64,1.5,0.9280665848177214,False
workload_4331.cpp,xcu200-fsgd2104-2-e,3.33,17.65472094,486,1,1,1,3,cyclic_2_1,block_32_1,cyclic_64_1,cyclic_4_1,unroll_4,unroll,unroll_4,unroll_8,1.5,0.32310885688005486,False
workload_4332.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,142,1,1,1,2,block_2_1,block_4_1,cyclic_64_1,cyclic_8_1,unroll_2,unroll,pipeline_1,pipeline_1,1.25,0.9614281626577614,False
workload_4333.cpp,xcu200-fsgd2104-2-e,3.33,10.80173079,73,1,1,1,1,block_2_1,block_8_1,cyclic_16_1,cyclic_2_1,unroll_4,unroll_4,pipeline_1,pipeline,1.0,0.9713599368662347,False
workload_4334.cpp,xcu200-fsgd2104-2-e,3.33,10.63801467,320,1,1,3,8,cyclic_4_1,block_4_1,block_4_1,block_8_1,unroll_2,unroll,pipeline_1,unroll_64,3.25,0.7138911829498645,False
workload_4335.cpp,xcu200-fsgd2104-2-e,3.33,10.6788771,68,1,1,1,1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_4_1,unroll_2,unroll,pipeline,unroll_2,1.0,0.9867617986325475,False
workload_4336.cpp,xcu200-fsgd2104-2-e,3.33,10.79844075,59,1,1,1,1,block_2_1,block_4_1,block_4_1,cyclic_4_1,unroll_2,unroll_4,pipeline,pipeline_1,1.0,0.9717706426762444,False
workload_4337.cpp,xcu200-fsgd2104-2-e,3.33,10.63471131,166,1,1,1,2,block_128_1,block_32_1,cyclic_2_1,block_8_1,unroll_2,unroll,pipeline_1,pipeline_1,1.25,0.9616565633446027,False
workload_4338.cpp,xcu200-fsgd2104-2-e,3.33,10.63423179,110,1,1,1,1,block_8_1,block_4_1,cyclic_2_1,cyclic_8_1,unroll_2,unroll,pipeline_1,unroll_64,1.0,0.9923922964196539,False
workload_4340.cpp,xcu200-fsgd2104-2-e,3.33,10.5817743,567,1,1,1,7,cyclic_4_1,block_16_1,cyclic_2_1,block_2_1,unroll,unroll,pipeline_1,unroll_32,2.5,0.8050621191139437,False
workload_4341.cpp,xcu200-fsgd2104-2-e,3.33,10.63476459,71,1,1,1,1,block_8_1,block_4_1,cyclic_2_1,cyclic_16_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9923249966399501,False
workload_4342.cpp,xcu200-fsgd2104-2-e,3.33,10.60374231,79,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,cyclic_4_1,unroll_4,unroll,unroll_4,unroll_8,1.0,0.9962477541981067,False
workload_4343.cpp,xcu200-fsgd2104-2-e,3.33,10.58009931,82,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_64,1.0,0.9992431812682004,False
workload_4344.cpp,xcu200-fsgd2104-2-e,3.33,10.63838763,130,1,1,1,1,cyclic_4_1,cyclic_4_1,cyclic_32_1,block_4_1,unroll_2,unroll,pipeline,unroll_64,1.0,0.9918674254404922,False
workload_4345.cpp,xcu200-fsgd2104-2-e,3.33,10.74393531,63,1,1,1,1,block_4_1,block_4_1,cyclic_2_1,cyclic_64_1,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9785888053433376,False
workload_4346.cpp,xcu200-fsgd2104-2-e,3.33,10.63460475,62,1,1,1,1,block_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll,pipeline_1,pipeline_1,1.0,0.9923451863073919,False
workload_4347.cpp,xcu200-fsgd2104-2-e,3.33,10.70274654,156,1,1,1,1,cyclic_4_1,cyclic_8_1,block_2_1,cyclic_4_1,unroll_2,unroll,pipeline_1,unroll_64,1.0,0.9837587852005902,False
workload_4348.cpp,xcu200-fsgd2104-2-e,3.33,10.63800135,88,1,1,1,1,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll_4,unroll,pipeline,pipeline,1.0,0.9919162050164231,False
